model,run_tag,seed,epoch,train_loss,val_top1,val_top5,val_top10,epoch_seconds
efficientformerv2_s0,clahe_s42,42,1,7.821569,0.017644,0.057972,0.092139,318.63
efficientformerv2_s0,clahe_s42,42,2,6.628813,0.154893,0.327000,0.418579,316.63
efficientformerv2_s0,clahe_s42,42,3,5.306288,0.308494,0.527435,0.618518,317.77
efficientformerv2_s0,clahe_s42,42,4,4.531565,0.400569,0.624809,0.705552,319.48
efficientformerv2_s0,clahe_s42,42,5,4.093742,0.451668,0.675650,0.750533,316.19
efficientformerv2_s0,clahe_s42,42,6,3.810227,0.488270,0.707534,0.779939,324.59
efficientformerv2_s0,clahe_s42,42,7,3.610585,0.517267,0.733385,0.798940,319.41
efficientformerv2_s0,clahe_s42,42,8,3.457907,0.538616,0.750232,0.812404,319.63
efficientformerv2_s0,clahe_s42,42,9,3.333023,0.554385,0.761283,0.824619,314.73
efficientformerv2_s0,clahe_s42,42,10,3.234948,0.566406,0.772033,0.831815,314.31
efficientformerv2_s0,clahe_s42,42,11,3.152185,0.577996,0.780909,0.839182,316.85
efficientformerv2_s0,clahe_s42,42,12,3.077297,0.589802,0.788686,0.845537,314.80
efficientformerv2_s0,clahe_s42,42,13,3.016142,0.595101,0.793964,0.849221,319.06
efficientformerv2_s0,clahe_s42,42,14,2.957848,0.603654,0.798531,0.853444,322.41
efficientformerv2_s0,clahe_s42,42,15,2.901324,0.607747,0.801504,0.855856,317.98
efficientformerv2_s0,clahe_s42,42,16,2.859965,0.614231,0.808484,0.858808,314.05
efficientformerv2_s0,clahe_s42,42,17,2.811721,0.619531,0.810724,0.861479,315.70
efficientformerv2_s0,clahe_s42,42,18,2.775439,0.623796,0.815011,0.865185,322.12
efficientformerv2_s0,clahe_s42,42,19,2.742552,0.629333,0.817187,0.867210,320.88
efficientformerv2_s0,clahe_s42,42,20,2.707099,0.634309,0.821000,0.869019,317.97
efficientformerv2_s0,clahe_s42,42,21,2.675264,0.628019,0.817876,0.867447,317.66
