model,run_tag,seed,epoch,train_loss,val_top1,val_top5,val_top10,epoch_seconds
mobilenetv2_100,baseline_s44,44,1,7.661900,0.047674,0.132360,0.192529,189.61
mobilenetv2_100,baseline_s44,44,2,6.146359,0.216312,0.418406,0.515435,183.02
mobilenetv2_100,baseline_s44,44,3,4.988997,0.343868,0.569142,0.654258,177.41
mobilenetv2_100,baseline_s44,44,4,4.405611,0.418923,0.640707,0.720955,183.74
mobilenetv2_100,baseline_s44,44,5,4.047695,0.461966,0.681079,0.756242,179.61
mobilenetv2_100,baseline_s44,44,6,3.804927,0.493052,0.710787,0.780241,179.38
mobilenetv2_100,baseline_s44,44,7,3.617634,0.518408,0.733320,0.798014,179.18
mobilenetv2_100,baseline_s44,44,8,3.471549,0.541115,0.749262,0.813697,178.98
mobilenetv2_100,baseline_s44,44,9,3.340002,0.556087,0.761649,0.820914,180.59
mobilenetv2_100,baseline_s44,44,10,3.238529,0.571490,0.770223,0.830694,182.12
mobilenetv2_100,baseline_s44,44,11,3.145854,0.581852,0.779961,0.835972,180.68
mobilenetv2_100,baseline_s44,44,12,3.059334,0.588638,0.785153,0.840583,179.71
mobilenetv2_100,baseline_s44,44,13,2.992524,0.596609,0.792456,0.846507,178.98
mobilenetv2_100,baseline_s44,44,14,2.928509,0.601133,0.795946,0.849027,180.75
mobilenetv2_100,baseline_s44,44,15,2.863756,0.611194,0.800146,0.851699,181.23
mobilenetv2_100,baseline_s44,44,16,2.813297,0.614748,0.804046,0.856136,178.50
mobilenetv2_100,baseline_s44,44,17,2.758017,0.620522,0.807277,0.858614,180.60
mobilenetv2_100,baseline_s44,44,18,2.710693,0.625627,0.813266,0.861544,182.88
mobilenetv2_100,baseline_s44,44,19,2.670348,0.630173,0.815270,0.864904,181.19
mobilenetv2_100,baseline_s44,44,20,2.628940,0.629850,0.817338,0.865292,181.78
mobilenetv2_100,baseline_s44,44,21,2.593210,0.637433,0.816821,0.866886,182.56
mobilenetv2_100,baseline_s44,44,22,2.557058,0.638467,0.820289,0.868955,183.12
mobilenetv2_100,baseline_s44,44,23,2.520852,0.641440,0.821474,0.868610,180.84
mobilenetv2_100,baseline_s44,44,24,2.494256,0.644068,0.822443,0.869881,183.16
mobilenetv2_100,baseline_s44,44,25,2.463905,0.646287,0.824210,0.871841,179.79
