model,run_tag,seed,epoch,train_loss,val_top1,val_top5,val_top10,epoch_seconds
mobilenetv2_100,clahe_sobel_s42,42,1,7.665802,0.048278,0.129645,0.185872,204.25
mobilenetv2_100,clahe_sobel_s42,42,2,6.179142,0.208104,0.406816,0.503264,194.03
mobilenetv2_100,clahe_sobel_s42,42,3,5.030178,0.336909,0.560115,0.648592,197.56
mobilenetv2_100,clahe_sobel_s42,42,4,4.437362,0.407161,0.631401,0.713630,194.13
mobilenetv2_100,clahe_sobel_s42,42,5,4.077190,0.451496,0.673086,0.749973,196.60
mobilenetv2_100,clahe_sobel_s42,42,6,3.830244,0.484737,0.704647,0.776772,196.79
mobilenetv2_100,clahe_sobel_s42,42,7,3.643184,0.509597,0.726362,0.793662,195.36
mobilenetv2_100,clahe_sobel_s42,42,8,3.495892,0.529288,0.741938,0.808591,196.77
mobilenetv2_100,clahe_sobel_s42,42,9,3.369145,0.545315,0.754454,0.818135,194.40
mobilenetv2_100,clahe_sobel_s42,42,10,3.257185,0.556453,0.764881,0.825739,195.89
mobilenetv2_100,clahe_sobel_s42,42,11,3.170105,0.568000,0.771839,0.832913,192.38
mobilenetv2_100,clahe_sobel_s42,42,12,3.083519,0.577630,0.780607,0.839398,195.23
mobilenetv2_100,clahe_sobel_s42,42,13,3.013146,0.585084,0.784743,0.841897,195.16
mobilenetv2_100,clahe_sobel_s42,42,14,2.943044,0.593852,0.792154,0.847821,195.02
mobilenetv2_100,clahe_sobel_s42,42,15,2.878979,0.600508,0.795924,0.851182,194.87
mobilenetv2_100,clahe_sobel_s42,42,16,2.831790,0.607251,0.800513,0.854542,197.54
mobilenetv2_100,clahe_sobel_s42,42,17,2.777121,0.610741,0.803443,0.856050,194.73
mobilenetv2_100,clahe_sobel_s42,42,18,2.730279,0.615115,0.805791,0.857774,197.19
mobilenetv2_100,clahe_sobel_s42,42,19,2.688099,0.620629,0.808850,0.859626,194.70
mobilenetv2_100,clahe_sobel_s42,42,20,2.645566,0.623301,0.811026,0.862556,195.30
mobilenetv2_100,clahe_sobel_s42,42,21,2.607884,0.625520,0.813094,0.864107,194.22
mobilenetv2_100,clahe_sobel_s42,42,22,2.567507,0.628945,0.815356,0.865292,194.47
mobilenetv2_100,clahe_sobel_s42,42,23,2.540497,0.633211,0.816907,0.865852,194.29
mobilenetv2_100,clahe_sobel_s42,42,24,2.504949,0.634912,0.820526,0.868330,196.05
mobilenetv2_100,clahe_sobel_s42,42,25,2.475452,0.637131,0.818544,0.867447,193.57
mobilenetv2_100,clahe_sobel_s42,42,26,2.449834,0.641095,0.820612,0.870570,197.13
mobilenetv2_100,clahe_sobel_s42,42,27,2.425730,0.640988,0.822271,0.870204,195.61
mobilenetv2_100,clahe_sobel_s42,42,28,2.399001,0.644154,0.821926,0.869191,197.02
mobilenetv2_100,clahe_sobel_s42,42,29,2.376048,0.645555,0.824490,0.870527,195.98
mobilenetv2_100,clahe_sobel_s42,42,30,2.354046,0.647041,0.824124,0.871949,196.19
mobilenetv2_100,clahe_sobel_s42,42,31,2.331319,0.647967,0.825029,0.872164,196.09
mobilenetv2_100,clahe_sobel_s42,42,32,2.311447,0.650423,0.827291,0.874319,196.40
mobilenetv2_100,clahe_sobel_s42,42,33,2.289386,0.651673,0.828174,0.873371,194.79
mobilenetv2_100,clahe_sobel_s42,42,34,2.275130,0.652319,0.829466,0.874771,195.49
mobilenetv2_100,clahe_sobel_s42,42,35,2.253393,0.653482,0.828669,0.874082,195.50
