model,run_tag,seed,epoch,train_loss,val_top1,val_top5,val_top10,epoch_seconds
efficientformerv2_s0,sobel_s43,43,1,7.870141,0.006226,0.025097,0.041944,278.37
efficientformerv2_s0,sobel_s43,43,2,7.106727,0.053383,0.147763,0.215343,279.03
efficientformerv2_s0,sobel_s43,43,3,6.209315,0.130959,0.292337,0.382688,280.83
efficientformerv2_s0,sobel_s43,43,4,5.617800,0.177794,0.359163,0.452573,276.95
efficientformerv2_s0,sobel_s43,43,5,5.232614,0.233654,0.432517,0.525970,277.08
efficientformerv2_s0,sobel_s43,43,6,4.962248,0.179582,0.359206,0.447015,276.93
efficientformerv2_s0,sobel_s43,43,7,4.755163,0.288933,0.501971,0.592214,275.39
efficientformerv2_s0,sobel_s43,43,8,4.597886,0.284754,0.495077,0.586182,277.08
efficientformerv2_s0,sobel_s43,43,9,4.468917,0.233396,0.429846,0.518753,279.60
efficientformerv2_s0,sobel_s43,43,10,4.348688,0.334540,0.556044,0.640535,277.35
efficientformerv2_s0,sobel_s43,43,11,4.257654,0.218510,0.407247,0.492859,278.35
efficientformerv2_s0,sobel_s43,43,12,4.173694,0.344773,0.565221,0.649755,278.94
efficientformerv2_s0,sobel_s43,43,13,4.092775,0.331459,0.551606,0.637131,277.76
efficientformerv2_s0,sobel_s43,43,14,4.029958,0.360736,0.580150,0.662250,276.99
efficientformerv2_s0,sobel_s43,43,15,3.965080,0.385898,0.605442,0.685387,275.15
efficientformerv2_s0,sobel_s43,43,16,3.908827,0.379672,0.597212,0.676253,275.78
efficientformerv2_s0,sobel_s43,43,17,3.857562,0.325513,0.540382,0.625929,281.87
efficientformerv2_s0,sobel_s43,43,18,3.809141,0.391219,0.612702,0.691333,279.19
efficientformerv2_s0,sobel_s43,43,19,3.768564,0.409315,0.627437,0.704755,279.90
efficientformerv2_s0,sobel_s43,43,20,3.724842,0.231414,0.422219,0.509274,280.94
efficientformerv2_s0,sobel_s43,43,21,3.689171,0.398587,0.618777,0.696159,278.64
efficientformerv2_s0,sobel_s43,43,22,3.647667,0.399578,0.618454,0.695879,275.95
efficientformerv2_s0,sobel_s43,43,23,3.616035,0.417049,0.635171,0.712553,275.81
efficientformerv2_s0,sobel_s43,43,24,3.584340,0.394666,0.613370,0.692367,276.85
efficientformerv2_s0,sobel_s43,43,25,3.553269,0.373188,0.593442,0.674250,276.69
efficientformerv2_s0,sobel_s43,43,26,3.522390,0.426765,0.643723,0.717314,278.08
efficientformerv2_s0,sobel_s43,43,27,3.493338,0.431526,0.644973,0.720976,279.51
efficientformerv2_s0,sobel_s43,43,28,3.463204,0.398716,0.618217,0.695383,279.45
efficientformerv2_s0,sobel_s43,43,29,3.437107,0.432172,0.648592,0.722032,278.72
efficientformerv2_s0,sobel_s43,43,30,3.414757,0.437364,0.652254,0.725414,274.84
efficientformerv2_s0,sobel_s43,43,31,3.389922,0.434930,0.653762,0.727396,276.64
efficientformerv2_s0,sobel_s43,43,32,3.366839,0.443848,0.656886,0.730520,277.62
efficientformerv2_s0,sobel_s43,43,33,3.345725,0.441673,0.660355,0.730175,277.80
efficientformerv2_s0,sobel_s43,43,34,3.329955,0.449471,0.661496,0.734182,279.66
efficientformerv2_s0,sobel_s43,43,35,3.301912,0.444128,0.661410,0.733062,278.68
efficientformerv2_s0,sobel_s43,43,36,3.285566,0.450290,0.664405,0.737177,278.60
efficientformerv2_s0,sobel_s43,43,37,3.261750,0.405524,0.621793,0.700834,279.21
efficientformerv2_s0,sobel_s43,43,38,3.246037,0.431354,0.650036,0.722290,276.96
